codgeo;population_totale;pop_60ansetplus
19110;135;61
02763;211;40
16335;124;45
01311;46;14
16331;93;35
19114;164;47
02765;261;61
16345;211;74
01318;727;116
16339;821;279
19117;749;188
02769;849;186
16346;261;92
01325;976;225
16340;1082;350
19118;759;376
02774;117;21
16357;137;44
01331;179;42
16350;753;297
19125;761;326
02777;169;40
16358;7064;2080
01332;729;164
16353;808;251
19134;646;227
02778;106;30
16361;329;97
01342;566;90
16355;1219;347
19135;356;91
02779;227;69
16364;61;19
01344;5653;1766
16374;9148;2686
19143;576;165
02785;1080;299
16365;104;31
01350;2490;693
16378;583;207
19144;241;76
02788;472;132
16373;214;86
01352;567;149
16380;393;98
19150;379;95
02793;130;37
16375;401;134
01362;773;142
16402;293;102
19160;181;77
02799;449;68
16384;607;235
01363;1699;409
17009;1029;113
19174;144;70
02800;324;62
16388;898;223
01375;790;169
17010;3815;1322
19178;925;211
02808;302;59
16389;86;37
01380;642;201
17013;351;121
19179;208;59
02812;222;38
16390;221;114
01383;1447;319
17026;394;142
19193;177;103
02815;439;125
16396;128;41
01384;2227;493
17037;612;227
19194;1322;356
02816;524;126
16404;106;43
01387;247;32
17041;1534;186
19199;227;78
02821;709;176
16406;776;222
01388;1007;354
17061;126;57
19200;94;17
02822;396;79
16415;1064;284
01406;175;56
17063;456;130
19201;590;181
02824;368;132
16423;312;89
01420;1535;367
17074;1023;258
19207;1101;292
02832;208;51
17004;236;125
01424;1664;335
17093;4101;1592
19214;466;225
03012;326;88
17005;196;61
01427;6758;1252
17094;5773;2644
19217;166;70
03016;143;45
17008;2217;453
01430;531;120
17096;85;34
19227;1301;342
03023;8071;3202
17028;8495;2617
01433;278;38
17097;765;255
19230;417;142
03026;771;238
17039;209;58
01441;699;150
17105;338;159
19231;176;82
03027;938;310
17043;732;227
01445;677;109
17109;1300;246
19234;480;146
03029;781;277
17046;413;100
02014;723;170
17110;984;363
19237;984;373
03040;1099;350
17048;333;132
02018;2502;703
17112;671;149
19238;224;57
03051;307;112
17049;86;40
02035;279;46
17126;302;98
19243;864;414
03053;928;319
17051;2283;1038
02050;325;74
17127;1729;379
19250;652;223
03056;372;110
17068;234;107
02053;566;159
17129;408;125
19260;229;100
03057;212;66
17071;509;178
02055;95;37
17130;448;138
19261;549;195
03062;362;120
17082;520;144
02065;604;135
17132;654;142
19269;1229;539
03063;969;258
17083;608;148
02084;260;47
17138;279;133
19272;13187;4225
03064;176;67
17087;175;46
02086;1069;244
17141;451;132
19273;844;254
03067;147;44
17089;844;223
02087;28;8
17145;486;149
19275;9536;2967
03068;112;44
17102;1251;364
02089;1162;407
17158;877;140
19276;2171;729
03072;470;121
17104;994;330
02096;203;42
17159;374;107
19284;100;38
03073;634;193
17106;300;59
02097;261;58
17166;1286;284
21015;109;28
03075;182;62
17107;1335;263
02111;690;183
17172;2779;1012
21020;221;57
03076;236;31
17108;424;104
02114;1324;394
17173;231;81
21021;2648;606
03085;652;158
17124;407;98
02125;205;36
17176;112;46
21022;508;93
03087;563;214
17131;2083;876
02128;1534;456
17182;555;118
21037;307;109
03099;398;126
17135;239;108
02142;244;52
17184;594;124
21042;160;43
03100;1341;472
17150;520;171
02146;84;25
17187;520;123
21043;218;66
03114;294;71
17151;876;285
02153;764;193
17193;2387;627
21045;223;62
03117;467;156
17154;704;177
02157;833;262
17195;269;121
21047;70;20
03120;699;204
17163;516;123
02160;533;152
17197;3275;1272
21062;231;85
03122;239;72
17165;403;120
02167;876;165
17198;288;69
21069;121;28
03125;129;51
17174;868;185
02168;14439;3665
17209;265;89
21074;257;65
03129;321;133
17183;914;252
02174;817;175
17212;161;60
21077;124;45
03131;525;154
17201;477;97
02180;702;159
17215;55;15
21090;70;31
03135;358;109
17203;737;170
02182;130;38
17223;168;68
21100;35;11
03145;748;180
17206;285;105
02190;538;150
17230;3086;1709
21102;138;66
03147;162;56
17210;487;208
02197;546;129
17236;1445;497
21105;1105;141
03148;353;64
17211;663;258
02198;226;67
17245;881;179
21123;29;7
03152;243;101
17219;6076;2241
02203;1326;317
17249;194;77
21138;600;131
03154;299;90
17224;2008;877
02205;241;39
17250;458;162
21145;35;10
03161;890;267
17228;2799;982
02217;929;231
17252;306;86
21150;308;110
03163;793;196
17234;321;116
02226;1813;558
17262;1221;347
21175;201;35
03165;1315;487
17235;730;221
02227;140;38
17270;630;176
21177;184;67
03172;127;52
17239;434;142
02231;920;173
17277;1161;297
21197;28;11
03175;278;87
17246;503;112
02232;202;55
17278;733;221
21207;81;19
03178;313;118
17257;688;269
02240;253;58
17284;1800;595
21215;179;30
03209;146;37
17259;152;53
02241;102;21
17289;458;141
21217;134;16
03211;2259;869
17263;580;166
02243;2807;740
17298;938;268
21221;50;8
03213;253;101
17268;204;80
02244;66;13
17299;23253;7128
21226;335;71
03221;665;290
17274;8151;2359
02250;74;10
17308;2575;599
21233;180;35
03224;309;125
17279;605;187
02253;352;83
17315;1364;279
21234;59;14
03229;638;168
17280;716;189
02261;391;102
17326;278;76
21250;89;31
03239;265;97
17283;4034;1426
02264;754;187
17329;340;105
21257;68;16
03242;559;186
17285;1158;332
02268;660;111
17335;285;111
21260;153;39
03246;587;134
17286;612;280
02271;137;31
17338;1760;448
21264;51;16
03247;1004;303
17291;5594;1526
02272;74;14
17339;1261;447
21265;749;292
03250;365;148
17300;74047;21951
02275;329;75
17340;1582;411
21267;460;149
03259;353;145
17304;449;151
02277;336;77
17344;1295;375
21271;219;97
03261;188;51
17305;431;155
02278;31;10
17349;2761;611
21277;828;195
03269;92;27
17311;1255;432
02281;263;52
17350;900;399
21280;143;44
03274;313;93
17313;391;123
02282;416;93
17351;1941;579
21281;163;27
03275;1777;509
17317;552;203
02284;93;36
17372;74;21
21282;104;29
03283;1117;295
17322;549;99
02291;410;105
17373;2155;333
21290;882;149
03296;376;149
17323;1343;662
02293;568;140
17386;373;88
21297;691;172
03299;253;80
17330;1258;302
02305;2998;872
17387;1802;514
21298;112;20
03306;1830;466
17331;1111;397
02307;2022;516
17388;279;106
21301;239;59
03310;23781;9473
17332;379;123
02323;127;26
17389;579;169
21304;251;69
03312;277;81
17342;432;122
02328;536;151
17391;2090;467
21309;92;32
04004;529;172
17345;330;84
02339;688;148
17393;1635;519
21313;42;19
04019;2511;803
17346;1402;318
02340;5254;1458
17398;166;58
21316;337;110
04026;148;62
17355;519;149
02343;80;18
17402;162;44
21321;88;46
04035;267;66
17363;425;153
02349;55;18
17406;374;125
21324;53;11
04040;64;19
17366;457;150
02352;562;133
17409;3077;1172
21328;43;17
04041;289;79
17376;1613;234
02358;359;73
17412;642;166
21331;327;91
04050;21;7
17377;108;45
02366;315;54
17416;61;33
21332;951;255
04073;394;175
17380;3808;2278
02367;135;36
17423;70;23
21359;61;22
04075;379;127
17381;237;58
02375;172;35
17426;252;57
21366;206;50
04076;814;280
17415;24197;8556
02378;149;50
17427;215;80
21373;729;171
04085;50;20
17420;2103;705
02382;1400;405
17428;516;174
21374;211;72
04094;2571;862
17424;343;95
02388;228;76
17432;365;120
21375;175;76
04104;255;72
17425;2331;756
02393;145;29
17434;6489;2272
21385;323;80
04111;1310;432
17429;1945;503
02398;274;47
17435;184;51
21388;579;74
04113;482;164
17430;382;120
02399;591;111
17441;1044;318
21394;168;54
04130;192;67
17440;376;119
02404;185;35
17444;1510;333
21398;341;92
04133;231;90
17443;1675;350
02409;272;61
17447;1850;344
21400;52;12
04157;683;225
17445;326;93
02421;100;19
17448;1084;371
21407;238;44
04159;76;24
17446;458;155
02422;809;205
17455;681;196
21413;381;113
04160;1636;554
17451;525;156
02428;75;15
17458;149;65
21417;103;47
04169;97;42
17466;2220;366
02430;1154;290
17459;559;199
21419;265;78
04178;1273;545
17468;153;59
02433;227;66
17460;807;232
21422;131;37
04187;52;24
17471;198;85
02439;1149;196
17465;569;188
21423;676;209
04192;1239;418
17472;2240;353
02441;203;58
17479;262;99
21425;5036;1618
04205;1257;498
17474;740;256
02445;287;93
17481;157;46
21438;81;28
04218;222;68
17480;758;130
02456;312;92
18022;370;136
21439;76;27
04219;237;86
17482;665;172
02459;177;58
18024;90;37
21440;201;66
04227;274;127
17483;1459;330
02462;244;56
18026;1054;202
21441;245;103
04229;278;61
18004;1019;278
02463;84;16
18028;1183;310
21442;671;200
04231;231;73
18007;71;33
02464;373;91
18030;1049;355
21454;109;55
04236;112;59
18015;5326;1831
02473;209;33
18033;62853;17371
21455;215;44
05003;353;95
18017;291;106
02476;641;151
18035;982;166
21465;76;20
05006;2225;636
18020;931;276
02480;305;69
18038;552;166
21466;36;10
05009;107;48
18029;323;118
02483;517;146
18039;310;98
21473;877;270
05019;156;74
18032;1376;505
02484;523;131
18047;636;225
21474;408;106
05021;151;60
18043;205;107
02494;127;44
18053;287;83
21479;104;29
05023;11164;2668
18048;391;100
02496;108;20
18060;54;17
21485;2523;655
05036;1171;289
18050;3441;984
02497;1173;305
18066;950;263
21487;416;82
05038;344;84
18051;158;58
02501;76;22
18076;448;172
21491;65;13
05039;703;228
18052;1063;382
02502;1337;367
18082;1097;255
21494;72;26
05048;193;88
18055;986;281
02507;33;11
18089;449;174
21497;184;59
05056;323;70
18056;245;82
02509;161;30
18095;203;65
21498;62;19
05074;177;46
18063;175;45
02511;297;60
18096;2084;558
21500;573;121
05079;1029;330
18064;209;67
02513;146;50
18100;686;256
21519;343;122
05081;59;16
18065;653;256
02514;695;133
18110;1002;376
21520;149;24
05082;154;27
18070;205;84
02516;61;22
18116;299;90
21521;881;161
05097;332;123
18072;270;91
02518;297;79
18125;1114;427
21522;394;114
05107;465;134
18073;217;63
02519;188;42
18128;160;41
21534;683;178
05110;284;72
18075;1040;268
02520;738;169
18131;36;13
21541;223;74
05113;375;109
18081;385;84
02536;100;28
18134;673;206
21544;57;23
05114;258;78
18084;204;80
02537;190;30
18139;655;240
21556;260;44
05126;404;162
18087;3703;1185
02551;120;18
18144;491;170
21557;106;34
05134;300;78
18093;144;50
02554;1005;311
18148;2609;710
21559;689;149
05136;722;168
18106;278;91
02557;133;32
18149;576;198
21563;130;22
05142;449;169
18108;3246;1060
02568;151;45
18151;384;118
21565;440;116
05155;30;11
18111;194;58
02571;632;170
18152;110;37
21581;160;41
05158;102;30
18112;307;134
02575;1670;420
18153;329;107
21582;730;220
05165;255;65
18119;190;55
02580;777;182
18161;232;98
21590;1302;434
05166;1225;453
18122;203;46
02589;252;48
18166;491;82
21593;81;37
05167;90;26
18124;344;86
02605;162;39
18185;230;67
21600;122;29
05171;201;52
18133;1514;412
02608;445;131
18189;466;118
21604;138;50
05174;655;131
18140;1355;424
02613;605;107
18191;209;40
21624;143;22
05176;262;59
18154;186;83
02628;212;48
18195;186;70
21625;87;23
05178;540;141
18159;834;361
02641;120;32
18198;369;102
21629;316;85
06001;89;31
18160;1395;458
02643;759;208
18199;248;101
21634;149;60
06004;72369;23008
18178;209;73
02656;388;80
18209;457;116
21638;1087;204
06019;1514;417
18187;527;281
02657;240;44
18214;605;192
21643;464;59
06021;737;168
18188;235;51
02666;957;273
18215;176;38
21660;43;16
06029;71910;25496
18192;264;89
02676;1699;390
18219;498;113
21663;2889;897
06034;1580;433
18206;1544;385
02678;74;19
18220;357;116
21665;177;32
06040;53;26
18208;435;121
02679;147;24
18221;301;77
21667;394;84
06042;613;179
18212;626;153
02680;1921;535
18238;132;46
21675;42;21
06051;98;31
18216;499;209
02681;256;82
18241;1256;426
21682;246;50
06055;135;43
18218;639;156
02687;336;92
18268;399;119
21687;145;61
06063;71;36
18224;306;118
02697;386;89
18276;196;87
21691;390;93
06070;596;150
18226;476;110
02706;557;131
19003;254;99
21692;252;66
06073;697;183
18227;183;75
02709;408;95
19004;722;269
21694;30;14
06097;315;100
18230;292;130
02711;312;49
19015;721;217
21695;47;10
06106;583;172
18232;224;87
02717;586;158
19022;231;108
21704;81;17
06113;1271;304
18242;2980;1176
02719;2040;557
19023;1203;377
21713;344;74
06120;1478;409
18250;78;17
02724;61;10
19043;420;122
21714;350;119
06132;405;136
18254;581;139
02731;167;42
19045;201;73
22001;588;126
06136;3633;979
18256;343;114
02740;224;76
19049;771;173
22002;1114;250
06138;1426;528
18257;697;149
02744;78;22
19051;155;80
22003;928;185
06140;3228;1059
18258;630;211
02753;342;107
19053;218;57
22011;1081;208
06148;3988;1348
18261;416;140
02754;180;59
19054;198;82
22012;857;256
07005;1409;392
18269;662;346
02755;577;132
19056;415;158
22016;318;119
07012;368;124
18271;1420;304
02757;548;162
19057;488;187
22025;2043;960
07020;475;109
18272;639;213
02759;282;53
19061;1068;326
22029;360;124
07028;498;172
18273;817;261
02764;86;22
19064;78;38
22032;2367;725
07031;740;240
18277;34;7
02768;532;95
19071;213;87
22035;1043;282
07033;210;76
18279;25463;8477
02773;40;19
19077;126;41
22040;581;141
07034;235;63
18280;712;212
02776;561;126
19084;298;145
22042;490;117
07036;416;93
18284;219;80
02781;465;92
19086;327;146
22046;6314;1884
07037;157;61
18287;302;107
02782;217;54
19088;50;23
22049;1436;480
07039;243;78
18288;235;52
02783;138;21
19093;956;231
22050;13394;4513
07040;270;99
18289;595;98
02791;234;64
19095;134;71
22056;1597;516
07041;2256;629
18290;489;129
02801;266;85
19098;977;342
22059;1439;281
07047;74;37
19005;3823;1074
02817;82;17
19132;112;42
22062;546;173
07054;257;86
19009;109;44
02818;863;194
19141;216;51
22071;697;149
07055;2839;620
19010;2913;1094
02819;116;36
19147;632;174
22072;433;111
07060;244;76
19011;1077;452
02830;965;229
19151;894;220
22077;1168;261
07065;249;81
19021;87;33
02833;476;126
19155;292;91
22079;2207;468
07085;593;200
19027;112;50
02834;160;41
19158;164;64
22084;2438;532
07087;409;139
19030;987;248
03007;355;100
19163;283;84
22090;1045;297
07091;321;83
19062;1052;389
03008;377;103
19164;625;233
22097;736;152
07095;454;148
19065;64;15
03017;194;49
19167;38;14
22098;1412;252
07097;697;103
19070;360;97
03021;227;67
19177;185;57
22105;1165;265
07104;94;45
19075;373;153
03022;1022;386
19181;424;199
22111;423;173
07106;145;65
19079;494;178
03025;1339;370
19187;381;98
22118;4030;1374
07112;261;87
19081;497;171
03031;295;99
19189;50;19
22135;2318;644
07117;2048;753
19097;120;55
03032;222;59
19191;655;170
22137;1451;491
07119;251;88
19108;64;22
03034;514;127
19196;503;102
22144;1247;272
07130;198;80
19111;99;49
03049;406;113
19205;91;42
22147;2759;831
07133;231;33
19121;2139;868
03050;189;73
19206;74;28
22152;1078;407
07134;983;330
19126;179;97
03054;230;77
19220;488;167
22158;2412;904
07136;111;58
19133;210;84
03058;220;54
19225;183;80
22170;1595;316
07138;2098;594
19137;62;16
03059;358;111
19228;67;20
22171;4251;1033
07143;747;220
19138;1176;454
03071;253;91
19233;299;73
22177;1319;319
07148;145;53
19142;106;39
03090;291;72
19242;461;121
22182;3325;740
07154;120;45
19145;435;140
03107;1043;351
19244;84;31
22183;3461;1021
07165;547;165
19149;190;77
03109;751;183
19251;275;104
22184;1564;426
07166;258;93
19161;469;162
03130;266;113
19252;831;277
22185;2318;633
07167;962;279
19166;89;30
03134;203;52
19256;357;148
22194;3396;1489
07181;2790;770
19168;97;68
03138;2851;1020
19259;234;111
22197;2814;831
07183;467;183
19171;192;61
03139;317;138
19262;176;87
22208;1715;453
07187;132;55
19175;98;30
03140;1084;371
19264;502;245
22209;3462;1173
07191;2268;561
19190;194;55
03141;151;62
19265;327;152
22212;1132;375
07194;442;93
19195;387;100
03143;113;31
19271;245;78
22219;2452;717
07205;1370;318
19198;104;50
03144;210;81
19283;72;19
22221;1774;651
07206;90;37
19203;1761;632
03146;155;48
19285;1081;424
22234;1148;232
07208;124;35
19208;194;66
03150;207;75
19287;261;77
22241;1016;316
07218;343;126
19212;99;33
03160;354;89
19288;1221;413
22248;1636;532
07219;305;42
19222;340;153
03167;281;91
19289;684;193
22258;3769;993
07225;1097;309
19232;78;26
03171;263;79
21001;374;113
22265;1756;513
07227;1358;274
19236;496;129
03176;505;145
21004;288;108
22272;2104;574
07231;2652;861
19239;312;143
03182;267;87
21007;223;70
22273;2148;647
07233;227;75
19241;264;105
03186;1433;490
21009;171;71
22274;329;70
07239;102;49
19245;136;51
03187;468;119
21012;356;126
22278;42983;11711
07240;2214;553
19274;4169;1092
03192;125;49
21016;869;179
22287;1442;375
07259;1690;444
19277;145;40
03195;2418;941
21024;110;34
22294;290;96
07260;914;189
19278;2290;666
03198;184;56
21031;494;97
22300;408;104
07261;1572;412
19286;557;206
03204;634;153
21034;129;57
22304;568;86
07283;57;12
21008;351;129
03207;508;184
21036;72;22
22313;320;92
07290;280;67
21013;438;55
03208;403;118
21056;813;177
22318;330;91
07299;119;45
21014;59;27
03210;403;142
21057;337;62
22320;166;55
07302;832;202
21017;510;122
03214;331;68
21058;259;90
22322;414;97
07304;660;234
21023;1345;554
03217;710;188
21065;154;31
22328;408;154
07308;2147;567
21026;191;57
03220;686;190
21067;698;134
22348;482;165
07311;143;46
21030;99;35
03222;86;23
21075;58;16
22356;941;195
07316;2224;541
21032;166;44
03223;479;124
21080;685;167
22366;419;137
07323;1685;363
21033;145;51
03226;269;82
21081;132;27
22371;1160;257
07331;3344;1298
21038;7041;1867
03234;386;121
21094;389;72
22372;1987;464
07337;2593;591
21039;34;13
03235;901;256
21097;33;9
22375;677;170
07344;452;107
21040;86;20
03241;341;122
21098;127;51
22376;1645;377
07349;4878;1366
21044;82;27
03253;437;114
21099;316;74
22379;1301;523
08010;131;34
21046;72;24
03255;144;47
21104;49;19
23005;155;60
08011;220;58
21051;93;28
03260;227;63
21109;238;74
23006;221;104
08013;387;104
21055;21;8
03264;2637;913
21110;625;190
23009;100;42
08018;70;25
21059;861;235
03265;681;241
21122;316;86
23010;119;46
08022;328;80
21061;79;27
03273;507;112
21124;174;73
23011;156;75
08024;1095;298
21063;95;32
03284;325;121
21127;523;109
23012;110;47
08029;85;26
21066;61;27
03288;416;162
21129;31;12
23014;110;55
08035;67;18
21076;773;178
03292;850;289
21136;27;7
23019;25;7
08038;303;70
21083;130;52
03294;160;63
21141;34;14
23020;336;128
08055;431;119
21084;61;16
03304;2166;652
21143;63;27
23025;1222;437
08058;222;63
21085;152;45
03308;155;43
21144;30;12
23026;354;124
08060;283;48
21089;447;105
03313;268;91
21146;139;36
23028;111;30
08070;326;83
21116;136;47
03315;1347;390
21157;18;2
23037;91;48
08081;5115;1319
21117;48;21
04024;133;35
21161;81;20
23042;128;59
08083;370;83
21118;25;10
04025;374;120
21164;138;43
23051;96;38
08087;151;41
21126;627;151
04031;574;205
21165;70;21
23053;206;75
08089;337;93
21131;445;102
04046;668;157
21169;151;43
23056;327;160
08092;189;45
21135;314;92
04049;5154;1784
21170;348;68
23061;762;282
08094;58;17
21137;88;16
04054;72;32
21178;326;80
23066;221;83
08102;99;28
21148;353;75
04058;268;58
21190;472;92
23069;397;177
08103;219;49
21149;147;62
04059;211;77
21191;814;177
23083;252;91
08115;581;141
21151;88;24
04062;158;42
21193;379;76
23087;515;280
08117;173;44
21154;4916;1841
04063;1173;274
21208;169;39
23096;12637;3888
08128;71;22
21156;47;12
04065;643;308
21213;793;167
23105;682;288
08136;350;73
21159;103;51
04066;576;92
21214;179;64
23109;208;97
08140;1056;249
21160;90;23
04067;57;27
21216;96;24
23119;44;18
08141;177;50
21166;13700;3471
04084;483;180
21218;116;23
23120;199;78
08147;81;18
21179;848;192
04086;283;74
21224;76;26
23123;196;88
08154;70;25
21181;134;31
04093;59;20
21238;129;34
23143;452;138
08156;519;104
21183;881;128
04095;90;39
21247;750;230
23144;247;109
08160;191;48
21184;62;17
04096;1056;288
21252;86;33
23149;695;240
08167;88;32
21186;646;132
04099;98;46
21254;213;41
23150;152;56
08176;53;15
21196;961;240
04106;383;163
21268;197;54
23156;78;40
08183;1044;238
21198;244;58
04107;4;3
21274;148;31
23157;87;35
08195;332;71
21223;1369;427
04126;414;132
21287;169;49
23166;195;83
08200;182;48
21225;140;36
04127;335;123
21291;379;88
23168;785;285
08204;90;24
21229;85;28
04128;216;66
21307;142;51
23169;609;147
08206;378;88
21239;772;161
04135;701;200
21315;1158;331
23183;78;30
08216;302;68
21242;286;47
04141;371;138
21319;857;150
23192;1445;581
08225;196;36
21249;704;174
04150;178;32
21326;83;29
23194;133;44
08234;97;18
21258;170;56
04151;479;151
21327;258;90
23196;257;70
08235;387;90
21263;1590;470
04158;427;172
21334;566;181
23199;440;144
08246;81;32
21266;179;42
04163;516;201
21335;126;40
23200;162;78
08249;241;70
21269;419;89
04164;77;30
21336;666;255
23202;234;83
08283;124;46
21270;165;48
04166;1775;636
21351;1136;232
23207;200;64
08289;615;109
21273;1208;365
04171;99;40
21356;1611;403
23211;421;140
08293;151;50
21276;120;35
04172;742;230
21367;263;47
23212;137;49
08298;1607;508
21283;58;16
04176;119;48
21377;51;18
23216;136;61
08305;239;38
21288;171;60
04179;86;32
21380;65;8
23221;189;80
08308;80;17
21289;119;25
04180;71;26
21384;57;17
23222;163;53
08313;131;28
21295;2984;698
04190;115;28
21387;213;50
23225;99;39
08314;777;165
21299;89;38
04193;193;92
21401;332;107
23235;768;225
08315;66;12
21302;138;45
04194;96;38
21403;84;37
23236;261;96
08317;129;24
21303;13;5
04195;620;168
21404;424;122
23243;163;76
08319;335;92
21310;102;26
04197;3307;886
21406;249;32
23252;159;95
08322;380;100
21325;186;65
04199;190;65
21411;552;88
23265;66;23
08325;28;6
21329;47;19
04210;110;48
21418;63;17
24002;1687;462
08326;151;51
21339;511;84
04214;136;59
21428;162;55
24006;205;77
08329;493;123
21341;107;32
04222;242;84
21430;86;17
24011;1065;328
08334;42;2
21342;431;94
04226;583;177
21432;272;109
24014;621;189
08342;278;80
21344;229;59
04233;259;72
21450;170;51
24018;377;142
08343;1179;292
21345;201;59
04234;249;48
21452;1747;477
24023;356;117
08344;139;34
21358;185;47
04244;1647;534
21462;860;167
24025;238;75
08349;621;181
21361;519;124
04245;3063;882
21463;42;16
24028;1764;678
08351;81;20
21364;85;28
05004;910;300
21467;131;38
24042;664;131
08352;205;64
21372;85;19
05014;175;80
21470;52;12
24060;67;27
08353;715;154
21376;118;12
05022;220;71
21472;171;47
24064;3562;1292
08354;857;254
21378;100;31
05025;206;53
21475;511;136
24069;391;100
08355;395;108
21390;5366;1587
05028;132;48
21483;290;51
24070;501;228
08361;1696;318
21393;155;35
05032;144;43
21489;58;21
24073;392;162
08365;1375;322
21396;67;32
05045;1038;292
21492;518;116
24075;293;113
08370;576;143
21402;10;5
05046;5863;2164
21501;1368;432
24082;1497;461
08372;68;28
21410;33;13
05050;702;192
21502;626;156
24096;716;215
08375;185;40
21414;306;76
05055;310;108
21504;88;27
24100;467;212
08383;105;35
21415;181;74
05057;241;50
21506;403;83
24104;616;178
08385;1038;253
21427;174;47
05058;208;46
21514;93;32
24120;574;248
08389;372;98
21429;302;108
05063;483;93
21528;147;43
24121;60;30
08393;68;26
21431;152;40
05085;483;107
21529;48;15
24129;474;144
08398;86;28
21448;86;25
05092;741;215
21532;1109;244
24137;718;264
08410;196;69
21457;75;23
05095;290;120
21535;1299;304
24141;187;78
08411;90;42
21458;1083;136
05100;700;171
21540;7317;2052
24142;1216;469
08419;1306;369
21468;97;45
05101;1229;429
21542;450;75
24143;719;300
08431;100;29
21493;587;114
05102;91;34
21546;209;57
24156;1134;293
08432;107;31
21495;129;29
05103;804;243
21549;79;25
24165;398;119
08433;66;15
21503;116;31
05104;299;84
21553;112;35
24167;2554;1202
08435;882;225
21510;162;62
05106;298;116
21561;441;95
24183;246;104
08436;374;82
21517;507;87
05112;76;24
21566;121;43
24188;540;186
08437;174;55
21518;208;55
05118;1329;488
21569;218;64
24192;96;45
08438;108;35
21543;192;75
05119;641;189
21574;395;116
24193;448;148
08449;626;148
21547;181;57
05122;827;213
21576;162;47
24196;469;233
08458;179;60
21560;298;106
05139;989;254
21578;288;64
24208;220;49
08460;161;40
21562;221;60
05144;148;68
21579;212;51
24213;169;45
08466;78;17
21564;400;69
05148;531;125
21583;53;11
24217;430;143
08467;108;29
21573;310;89
05151;1127;205
21584;2297;809
24218;1244;434
08468;195;60
21580;136;52
05153;324;131
21586;696;136
24222;2343;684
08476;419;95
21587;240;56
05156;477;130
21592;222;41
24230;139;31
08477;98;26
21591;834;253
05161;1012;287
21608;103;35
24240;332;128
08481;243;77
21597;43;7
05162;1327;280
21613;149;43
24251;597;193
08483;520;122
21599;2346;596
06010;2882;764
21615;256;91
24266;1520;376
08486;1522;361
21602;24;13
06011;3719;1238
21617;11492;3367
24272;457;135
08500;59;16
21603;3789;1086
06015;1259;335
21635;110;41
24274;833;300
09001;65;21
21609;478;90
06018;9731;2234
21637;211;57
24278;81;18
09005;126;53
21610;361;62
06025;1404;305
21640;200;56
24279;63;17
09006;53;21
21611;874;197
06026;1296;533
21648;186;57
24285;347;111
09007;71;24
21623;1584;216
06030;40565;13184
21649;50;19
24301;368;135
09017;111;47
21627;113;50
06033;11591;2536
21651;210;56
24316;746;269
09021;151;32
21632;1079;210
06035;1059;281
21652;299;76
24321;809;181
09027;75;30
21636;286;122
06043;837;239
21662;35;12
24322;28435;8201
09029;154;57
21639;762;158
06046;3338;951
21671;56;23
24326;182;67
09043;678;304
21641;467;115
06053;146;70
21672;27;6
24336;519;142
09048;74;25
21645;607;135
06057;2253;544
21673;205;49
24355;453;203
09051;144;45
21647;130;46
06065;6379;1757
21674;217;88
24356;1590;661
09054;321;130
21650;151;28
06066;1562;369
21679;122;30
24359;118;39
09055;96;47
21678;193;78
06069;48496;11112
21680;489;124
24372;5316;1721
09056;351;70
21698;398;126
06074;1250;371
21685;251;84
24384;33;10
09061;511;167
21699;1115;259
06076;45;4
21686;140;45
24390;348;101
09070;331;143
21700;104;44
06082;103;37
21690;91;30
24394;148;45
09073;181;59
22005;977;307
06083;28050;9028
21693;69;26
24411;157;45
09077;169;51
22013;2270;711
06086;281;112
21701;129;39
24412;947;282
09080;164;42
22015;1624;395
06091;2195;523
21703;46;19
24415;238;60
09087;59;21
22019;463;101
06098;131;39
21708;345;60
24421;199;69
09091;232;61
22023;430;142
06105;6614;1751
21710;859;282
24422;110;56
09092;47;20
22024;211;73
06107;77;33
22004;4449;1338
24424;124;58
09099;389;116
22026;721;193
06110;120;32
22009;162;60
24426;173;65
09102;172;50
22028;911;180
06111;200;106
22020;2649;839
24429;236;82
09115;144;54
22030;866;209
06117;1013;204
22021;1191;260
24432;618;281
09122;9355;3056
22039;563;207
06121;1599;600
22027;442;162
24442;1923;650
09125;437;203
22047;902;331
06125;131;69
22033;361;157
24453;360;149
09147;175;30
22060;620;163
06127;1355;560
22036;203;33
24456;188;65
09150;191;79
22063;548;136
06133;74;36
22045;365;95
24461;806;279
09165;232;103
22064;619;258
06135;201;57
22052;359;129
24466;342;97
09168;183;39
22065;1754;449
06144;531;160
22054;3818;1987
24471;578;127
09181;1132;408
22070;6714;1848
06147;4751;1093
22075;673;173
24472;958;292
09183;101;28
22074;672;226
06156;157;84
22076;1339;439
24473;360;137
09188;1181;318
22085;313;128
07008;1479;289
22082;861;235
24474;182;43
09193;59;43
22087;648;200
07015;508;99
22094;1514;663
24480;277;68
09195;26;11
22088;262;76
07017;724;236
22099;1085;222
24482;270;114
09196;73;3
22091;463;73
07019;11534;3553
22108;121;34
24486;391;181
09197;17;9
22095;189;37
07025;207;74
22110;600;82
24521;1028;297
09200;115;36
22096;492;144
07030;212;77
22113;18884;5468
24532;239;89
09209;1082;366
22106;7417;1992
07044;274;43
22116;1232;232
24538;993;409
09227;212;81
22109;230;102
07045;369;168
22127;1400;631
24544;383;111
09234;115;36
22119;598;220
07051;582;127
22129;70;26
24545;100;57
09237;29;21
22124;218;64
07052;619;138
22138;390;157
24547;5897;1885
09238;790;161
22126;158;31
07059;238;52
22145;811;230
