Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0870017W;Lycée général et technologique Auguste Renoir;LYCEE GENERAL ET TECHNOLOGIQUE;AUGUSTE RENOIR;Public;119 rue SAINTE-CLAIRE;;;87000;LIMOGES;Limoges;563519.8;6526402.8;EPSG:2154;45.82359015525233;1.2420191102238658;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8235901553,1.24201911022;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870016V;Lycée général Léonard Limosin;LYCEE GENERAL;LEONARD LIMOSIN;Public;13 rue DES CLAIRETTES;;;87000;LIMOGES;Limoges;564478.9;6527049.9;EPSG:2154;45.82960739928837;1.2541848369458806;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8296073993,1.25418483695;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870015U;Lycée général Gay Lussac;LYCEE GENERAL;GAY LUSSAC;Public;12 boulevard GEORGES PERIN;;;87000;LIMOGES;Limoges;565148.1;6527142.7;EPSG:2154;45.8305757466427;1.2627765458366689;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8305757466,1.26277654584;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0875004S;Ecole élémentaire René Blanchot;ECOLE ELEMENTAIRE PUBLIQUE;RENE BLANCHOT;Public;32 rue Pissarro;;;87100;LIMOGES;Limoges;565960.6;6529911.9;EPSG:2154;45.85566666386741;1.2724598387445434;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8556666639,1.27245983874;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-07
0871029W;Ecole élémentaire Joliot Curie;ECOLE ELEMENTAIRE PUBLIQUE;JOLIOT CURIE;Public;54 rue du Maréchal Juin;;;87100;LIMOGES;Limoges;562059.9;6527404.2;EPSG:2154;45.83231116821563;1.2229304291318652;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8323111682,1.22293042913;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-10
0870971H;Ecole élémentaire Les Homérides;ECOLE ELEMENTAIRE PUBLIQUE;LES HOMERIDES;Public;6 rue Homère;;;87280;LIMOGES;Limoges;567388.6;6531699.1;EPSG:2154;45.87203629610863;1.2903599148517801;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8720362961,1.29035991485;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
0870947G;Ecole élémentaire Montjovis;ECOLE ELEMENTAIRE PUBLIQUE;MONTJOVIS;Public;48 avenue des Ruchoux;;;87100;LIMOGES;Limoges;563892.7;6527841.2;EPSG:2154;45.83661427874805;1.246409401796413;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8366142787,1.2464094018;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1982-09-01
0870893Y;Ecole élémentaire Marcel Proust;ECOLE ELEMENTAIRE PUBLIQUE;MARCEL PROUST;Public;54 avenue de Beaubreuil;;;87280;LIMOGES;Limoges;568078.3;6532487.7;EPSG:2154;45.87927004031469;1.2990298699264742;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8792700403,1.29902986993;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0871028V;Ecole élémentaire Jean Macé;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MACE;Public;8 rue de New York;;;87100;LIMOGES;Limoges;564040.2;6528433.2;EPSG:2154;45.84197335513725;1.248139960312053;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8419733551,1.24813996031;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-10
0871019K;Ecole élémentaire Jean le Bail;ECOLE ELEMENTAIRE PUBLIQUE;JEAN LE BAIL;Public;25 avenue du Président Auriol;;;87000;LIMOGES;Limoges;562498.2;6528355.2;EPSG:2154;45.84096136260933;1.2283002629532995;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8409613626,1.22830026295;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0870761E;Ecole élémentaire Henri Aigueperse;ECOLE ELEMENTAIRE PUBLIQUE;HENRI AIGUEPERSE;Public;23 rue Olivier de Serres;;;87100;LIMOGES;Limoges;562935.2;6528628.6;EPSG:2154;45.8435108369479;1.2338503127025096;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8435108369,1.2338503127;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1974-05-20
0870719J;Ecole élémentaire Landouge;ECOLE ELEMENTAIRE PUBLIQUE;LANDOUGE;Public;212 rue du Mas Loge;;;87100;LIMOGES;Limoges;559935.4;6528356.7;EPSG:2154;45.84045228527535;1.1952897406517804;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8404522853,1.19528974065;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-18
0870248X;Ecole élémentaire Les Feuillants;ECOLE ELEMENTAIRE PUBLIQUE;LES FEUILLANTS;Public;16 rue des Feuillants;;;87000;LIMOGES;Limoges;565143.4;6527411.3;EPSG:2154;45.832992949696184;1.2626398969803598;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8329929497,1.26263989698;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-14
0870271X;Ecole maternelle d'application Condorcet Roussillon;ECOLE MATERNELLE D APPLICATION;APPLICATION CONDORCET ROUSSILLON;Public;28 rue du Roussillon;;;87000;LIMOGES;Limoges;562202.7;6526122.3;EPSG:2154;45.820799611294575;1.225140628628241;Correcte;Numéro de rue;103;ECOLE MATERNELLE D APPLICATION;1;OUVERT;87;75;22;87085;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8207996113,1.22514062863;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-14
0870168K;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;LAURIERE;Public;2 place du Général Thoumas;;;87370;LAURIERE;Laurière;582180.2;6554058.9;EPSG:2154;46.07607005379568;1.4754396393830078;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87083;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0760700538,1.47543963938;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870985Y;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;LADIGNAC LE LONG;Public;;LE BOURG;;87500;LADIGNAC LE LONG;Ladignac-le-Long;552800.2;6499877.8;EPSG:2154;45.582571916787714;1.1121594510508335;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87082;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.5825719168,1.11215945105;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0870164F;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;JOURGNAC;Public;;LE BOURG;;87800;JOURGNAC;Jourgnac;561068.8;6514829.7;EPSG:2154;45.7189066375941;1.2138303331750095;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87081;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7189066376,1.21383033318;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870162D;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;LA JONCHERE ST MAURICE;Public;19 rue de l'Ecole;;;87340;LA JONCHERE ST MAURICE;La Jonchère-Saint-Maurice;581614.0;6545538.5;EPSG:2154;45.99926033614596;1.4702506333603524;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87079;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9992603361,1.47025063336;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870161C;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JAVERDAT;Public;;LE BOURG;;87520;JAVERDAT;Javerdat;544066.8;6541325.4;EPSG:2154;45.953746048112826;0.986649545455117;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87078;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9537460481,0.986649545455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870160B;Ecole primaire publique;ECOLE PRIMAIRE;JANAILHAC;Public;;LE BOURG;;87800;JANAILHAC;Janailhac;562985.2;6505717.7;EPSG:2154;45.637262591700356;1.2410694324647202;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87077;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6372625917,1.24106943246;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870159A;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JABREILLES LES BORDES;Public;;LE BOURG;;87370;JABREILLES LES BORDES;Jabreilles-les-Bordes;585210.7;6547576.6;EPSG:2154;46.01822791621319;1.5162202194373176;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87076;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0182279162,1.51622021944;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870658T;Collège Jean Rebier;COLLEGE;JEAN REBIER;Public;Rue MARCEL LALU;;;87170;ISLE;Isle;562088.4;6524909.1;EPSG:2154;45.80985447849389;1.224020314273828;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87075;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8098544785,1.22402031427;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-02-09
0870644C;Ecole maternelle St Exupery;ECOLE MATERNELLE PUBLIQUE;ST EXUPERY;Public;Avenue des Ecoles;;;87170;ISLE;Isle;561698.6;6524470.0;EPSG:2154;45.805822378023734;1.2191298076841943;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87075;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.805822378,1.21912980768;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-09-20
0870156X;Ecole maternelle Les Bayles;ECOLE MATERNELLE PUBLIQUE;CHATEAU DES BAYLES;Public;Château des Bayles;;;87170;ISLE;Isle;561533.0;6524703.1;EPSG:2154;45.807887237043786;1.2169303775194662;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87075;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.807887237,1.21693037752;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0871024R;Ecole primaire Les Bayles;ECOLE ELEMENTAIRE PUBLIQUE;ANTOINE DE ST EXUPERY;Public;Avenue Gunter Koch;;;87170;ISLE;Isle;561649.0;6524510.5;EPSG:2154;45.80617690957068;1.2184795743500034;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87075;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8061769096,1.21847957435;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-10
0870152T;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;GORRE;Public;;LE BOURG;;87310;GORRE;Gorre;543189.1;6517736.1;EPSG:2154;45.74119397357555;0.9830998909214785;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87073;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7411939736,0.983099890921;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870151S;Ecole primaire publique;ECOLE PRIMAIRE;GLANGES;Public;;LE BOURG;;87380;GLANGES;Glanges;579570.2;6509026.7;EPSG:2154;45.67017904659905;1.4530894702270643;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87072;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6701790466,1.45308947023;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870150R;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;GLANDON;Public;;LE BOURG;;87500;GLANDON;Glandon;561526.8;6488097.7;EPSG:2154;45.47834526577563;1.2274303397061792;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87071;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.4783452658,1.22743033971;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870148N;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;LA GENEYTOUSE;Public;;LE BOURG;;87400;LA GENEYTOUSE;La Geneytouse;581120.3;6522025.8;EPSG:2154;45.78748396088616;1.4697599577004425;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87070;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7874839609,1.4697599577;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870146L;Ecole Maternelle Publique;ECOLE MATERNELLE PUBLIQUE;FROMENTAL;Public;16 rue des Bayles;;;87250;FROMENTAL;Fromental;576380.5;6563366.2;EPSG:2154;46.158830894751546;1.3979698752052214;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87068;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1588308948,1.39796987521;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0875001N;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;FLAVIGNAC;Public;24 rue Jean Rateau;;;87230;FLAVIGNAC;Flavignac;551799.1;6513472.3;EPSG:2154;45.704736023653595;1.095120099490118;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87066;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7047360237,1.09512009949;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-07
0875000M;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;FERDINAND BUISSON;Public;Place de la République;;;87220;FEYTIAT;Feytiat;570283.5;6524329.8;EPSG:2154;45.806249457989416;1.3296793899170314;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87065;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.806249458,1.32967938992;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-07
0870595Z;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;Rue des Ecoles;;;87220;FEYTIAT;Feytiat;570288.0;6524244.4;EPSG:2154;45.80548146829137;1.3297605748988979;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87065;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8054814683,1.3297605749;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-04-23
0870827B;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;EYMOUTIERS;Public;Avenue Jean Fraisseix;;;87120;EYMOUTIERS;Eymoutiers;602606.1;6516279.1;EPSG:2154;45.73915261651067;1.7474506303928263;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87064;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7391526165,1.74745063039;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-05-23
0870014T;Collège Georges Guingouin;COLLEGE;GEORGES GUINGOUIN;Public;3 avenue DE VERSAILLES;;;87120;EYMOUTIERS;Eymoutiers;602604.9;6516351.4;EPSG:2154;45.73980341564516;1.7474204516369483;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87064;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7398034156,1.74742045164;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870138C;Ecole maternelle Eymoutiers;ECOLE MATERNELLE PUBLIQUE;EYMOUTIERS;Public;1  AVENUE BELLEVUE;;;87120;EYMOUTIERS;Eymoutiers;602693.6;6516261.2;EPSG:2154;45.73900394191754;1.748579397285237;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87064;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7390039419,1.74857939729;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870135Z;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;EYJEAUX;Public;;LE BOURG;;87220;EYJEAUX;Eyjeaux;575064.4;6520912.8;EPSG:2154;45.7763799433779;1.3921200832164882;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87063;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7763799434,1.39212008322;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870134Y;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;EYBOULEUF;Public;;LE BOURG;;87400;EYBOULEUF;Eybouleuf;582047.8;6522897.8;EPSG:2154;45.79549599680492;1.4814801121053462;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87062;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7954959968,1.48148011211;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0870845W;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;DOURNAZAC;Public;29 rue Raoul Monribot;;;87230;DOURNAZAC;Dournazac;537771.7;6504708.4;EPSG:2154;45.62265510648886;0.9178705252355588;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87060;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6226551065,0.917870525236;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0870129T;Ecole maternelle Le Dorat;ECOLE MATERNELLE PUBLIQUE;LE DORAT;Public;5 avenue Louis Ricoux;;;87210;LE DORAT;Le Dorat;552435.8;6570094.6;EPSG:2154;46.21460359428549;1.0856598484740325;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87059;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2146035943,1.08565984847;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-02-01
0875002P;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;LE DORAT;Public;10 avenue du Château;;;87210;LE DORAT;Le Dorat;551932.2;6570442.8;EPSG:2154;46.217628028156604;1.0790193823329544;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87059;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2176280282,1.07901938233;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1993-09-07
0870013S;Lycée professionnel George Sand;LYCEE PROFESSIONNEL;GEORGE SAND;Public;2 place Charles de Gaulle;;;87210;LE DORAT;Le Dorat;551952.4;6570195.5;EPSG:2154;46.21540621876977;1.0793593704517193;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;87;75;22;87059;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2154062188,1.07935937045;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870819T;Collège Pierre Robert;COLLEGE;PIERRE ROBERT;Public;2 place Charles de Gaulle;;;87210;LE DORAT;Le Dorat;551927.6;6570250.8;EPSG:2154;46.215898606303234;1.0790203141348045;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87059;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2158986063,1.07902031413;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-14
0870839P;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;DOMPIERRE LES EGLISES;Public;;LE BOURG;;87190;DOMPIERRE LES EGLISES;Dompierre-les-Eglises;565322.6;6571146.2;EPSG:2154;46.226761018165966;1.2524803610036896;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87057;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2267610182,1.252480361;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0870826A;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CUSSAC;Public;Rue du 8 Mai;;;87150;CUSSAC;Cussac;532774.7;6513921.2;EPSG:2154;45.70437944458968;0.8505494684958208;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87054;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7043794446,0.850549468496;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-05-23
0870413B;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;LA CROISILLE SUR BRIANCE;Public;22 route du Mont Gargan;;;87130;LA CROISILLE SUR BRIANCE;La Croisille-sur-Briance;589833.0;6504219.9;EPSG:2154;45.6286348638033;1.5859902824981984;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87051;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6286348638,1.5859902825;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0875059B;ECOLE MATERNELLE COUZEIX 2 F DOLTO;ECOLE MATERNELLE PUBLIQUE;COUZEIX 2 F DOLTO;Public;Rue Françoise Dolto;;;87270;COUZEIX;Couzeix;563197.9;6532152.6;EPSG:2154;45.87528911722965;1.236220090495085;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87050;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8752891172,1.2362200905;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2007-09-01
0875006U;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;COUZEIX;Public;176 avenue de Limoges;;;87270;COUZEIX;Couzeix;563351.7;6532475.6;EPSG:2154;45.878227899046855;1.2381094594508584;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87050;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.878227899,1.23810945945;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1994-09-01
0870786G;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;COUZEIX 1 JEAN MOULIN;Public;176 bis avenue de Limoges;;;87270;COUZEIX;Couzeix;563408.8;6532528.5;EPSG:2154;45.87871561057685;1.2388302303290244;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87050;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8787156106,1.23883023033;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-27
0870871Z;Collège Maurice Genevoix;COLLEGE;MAURICE GENEVOIX;Public;Allée MAURICE GENEVOIX;;;87270;COUZEIX;Couzeix;563721.5;6532739.4;EPSG:2154;45.880677005775446;1.2428002626248404;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87050;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8806770058,1.24280026262;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0870969F;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;COUSSAC BONNEVAL;Public;1 place DANIEL LAMAZIERE;;;87500;COUSSAC BONNEVAL;Coussac-Bonneval;569308.3;6491374.3;EPSG:2154;45.50937195779232;1.3261201673189795;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87049;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.5093719578,1.32612016732;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
0870801Y;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JEAN ROSTAND;Public;Rue de la République;;;87920;CONDAT SUR VIENNE;Condat-sur-Vienne;562807.4;6522776.8;EPSG:2154;45.79080335932503;1.233890319069363;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87048;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7908033593,1.23389031907;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-26
0870796T;Ecole maternelle Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;Rue de la République;;;87920;CONDAT SUR VIENNE;Condat-sur-Vienne;562847.4;6522864.0;EPSG:2154;45.791596444672585;1.2343799798023587;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87048;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7915964447,1.2343799798;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-26
