Code_etablissement;Appellation_officielle;Denomination_principale;Patronyme_uai;Secteur_Public_Prive;Adresse;Lieu_dit;Boite_postale;Code_postal;Localite_acheminement;Commune;Coordonnee_X;Coordonnee_Y;EPSG;Latitude;Longitude;Qualite_appariement;Localisation;Code_nature;Nature;Code_etat_etablissement;Etat_etablissement;Code_departement;Code_region;Code_academie;Code_commune;Departement;Region;Academie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0870855G;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;COMPREIGNAC;Public;4 place du 11 Novembre 1918;;;87140;COMPREIGNAC;Compreignac;566422.7;6545015.0;EPSG:2154;45.99172742341876;1.2741598709526565;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87047;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9917274234,1.27415987095;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1979-09-01
0870663Y;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;COGNAC LA FORET;Public;9 rue Jules Ferry;;;87310;COGNAC LA FORET;Cognac-la-Forêt;545560.1;6527772.8;EPSG:2154;45.832085939674954;1.0103305556968492;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87046;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8320859397,1.0103305557;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-03
0875089J;LE POINT DU JOUR;ECOLE GEN.ET TECHNOL.PRIVEE;;Privé;15 allée des loisirs;;;87520;CIEUX;Cieux;548863.6;6545296.9;EPSG:2154;45.99058249969129;1.0472905418349718;Parfaite;Rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;87;75;22;87045;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9905824997,1.04729054183;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
0870824Y;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CIEUX;Public;39 route du 11 Novembre 1918;;;87520;CIEUX;Cieux;548627.2;6545507.3;EPSG:2154;45.992423875279;1.0441701406861796;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87045;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9924238753,1.04417014069;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-05-23
0875088H;LE POINT DU JOUR;ECOLE SECONDAIRE PRIVEE;;Privé;15 allée des loisirs;;;87520;CIEUX;Cieux;548863.6;6545296.9;EPSG:2154;45.99058249969129;1.0472905418349718;Parfaite;Rue;340;COLLEGE;1;OUVERT;87;75;22;87045;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9905824997,1.04729054183;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
0870393E;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;LE CHATENET EN DOGNON;Public;;LE BOURG;;87400;LE CHATENET EN DOGNON;Le Châtenet-en-Dognon;584317.3;6535356.0;EPSG:2154;45.908050263778975;1.5076598514641357;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87042;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9080502638,1.50765985146;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870009M;Collège Louis Timbal;COLLEGE;LOUIS TIMBAL;Public;5 rue Jules Ferry;;;87290;CHATEAUPONSAC;Châteauponsac;566826.5;6560927.0;EPSG:2154;46.135058697647516;1.2748845995801672;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87041;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1350586976,1.27488459958;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870984X;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;JULES FERRY;Public;10 avenue Jules Ferry;;;87290;CHATEAUPONSAC;Châteauponsac;566809.2;6560965.8;EPSG:2154;46.13540459997341;1.2746495880966404;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87041;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1354046,1.2746495881;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
0870008L;Collège Jean Monnet;COLLEGE;JEAN MONNET;Public;3 allée RENE REGAUDIE;;;87130;CHATEAUNEUF LA FORET;Châteauneuf-la-Forêt;591346.5;6513569.0;EPSG:2154;45.71305114665257;1.60328988411093;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87040;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7130511467,1.60328988411;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870842T;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;CHATEAUNEUF LA FORET;Public;2 impasse Camille Samy;;;87130;CHATEAUNEUF LA FORET;Châteauneuf-la-Forêt;591383.1;6513701.0;EPSG:2154;45.71424543074296;1.6037302674293124;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87040;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7142454307,1.60373026743;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0870752V;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;CHATEAUNEUF LA FORET;Public;Rue de la Combe aux Boeufs;;;87130;CHATEAUNEUF LA FORET;Châteauneuf-la-Forêt;591390.5;6513680.8;EPSG:2154;45.714064739198285;1.6038299654447652;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87040;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7140647392,1.60382996544;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-15
0870386X;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CHATEAU CHERVIX;Public;;LE BOURG;;87380;CHATEAU CHERVIX;Château-Chervix;571673.5;6502250.4;EPSG:2154;45.60773444824325;1.3535002442829025;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87039;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6077344482,1.35350024428;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870385W;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CHAPTELAT;Public;54 rue Saint Eloi;;;87270;CHAPTELAT;Chaptelat;565001.7;6535874.4;EPSG:2154;45.90915589996834;1.2584105910442578;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87038;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9091559,1.25841059104;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870383U;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;CHAMPSAC;Public;;LE BOURG;;87230;CHAMPSAC;Champsac;540990.6;6513364.4;EPSG:2154;45.701331444579296;0.9562903454907888;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87036;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7013314446,0.956290345491;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870382T;Ecole primaire publique;ECOLE PRIMAIRE;CHAMPNETERY;Public;;LE BOURG;;87400;CHAMPNETERY;Champnétery;589066.8;6526685.9;EPSG:2154;45.830781173577485;1.5709400637858268;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87035;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8307811736,1.57094006379;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870802Z;Ecole Primaire Publique;ECOLE PRIMAIRE PUBLIQUE;CHAMPAGNAC LA RIVIERE;Public;6 place de la Mairie;;;87150;CHAMPAGNAC LA RIVIERE;Champagnac-la-Rivière;537636.0;6514377.4;EPSG:2154;45.709660187093085;0.912850282970527;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87034;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7096601871,0.912850282971;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-26
0870379P;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CHAMBORET;Public;1 route D AUGERE;;;87140;CHAMBORET;Chamboret;555731.8;6546821.3;EPSG:2154;46.005800360050586;1.135530198889083;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87033;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0058003601,1.13553019889;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870007K;Collège Pierre Desproges;COLLEGE;PIERRE DESPROGES;Public;Place Salvador Allende;;;87230;CHALUS;Châlus;542695.0;6507668.0;EPSG:2154;45.650448161913054;0.9800594652474524;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87032;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6504481619,0.980059465247;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870846X;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;CHALUS;Public;Place Salvador Allende;;;87230;CHALUS;Châlus;542652.5;6507830.7;EPSG:2154;45.651902975812895;0.979460515915316;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87032;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6519029758,0.979460515915;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1978-09-01
0870378N;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;CHALUS;Public;Place Salvador Allende;;;87230;CHALUS;Châlus;542460.3;6507748.6;EPSG:2154;45.65111961386038;0.9770205096437057;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87032;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6511196139,0.977020509644;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870373H;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;CHAILLAC SUR VIENNE;Public;11 rue des Ecoles;;;87200;CHAILLAC SUR VIENNE;Chaillac-sur-Vienne;535036.9;6533169.9;EPSG:2154;45.87819999235812;0.872949668173986;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87030;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8781999924,0.872949668174;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0870372G;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;LES CARS;Public;;LE BOURG;;87230;LES CARS;Les Cars;549949.5;6510751.5;EPSG:2154;45.67983868347282;1.0722095347851825;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87029;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6798386835,1.07220953479;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-20
0871015F;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;BUSSIERE POITEVINE;Public;40 avenue de la Libération;;;87320;VAL D OIRE ET GARTEMPE;Val-d'Oire-et-Gartempe;538827.0;6572674.5;EPSG:2154;46.234719436090465;0.9083065145204875;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87028;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2347194361,0.90830651452;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0870970G;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;BUSSIERE GALANT GARE;Public;Route de Dournazac;;;87230;BUSSIERE GALANT;Bussière-Galant;546003.3;6503071.8;EPSG:2154;45.60982725060826;1.0239997618685406;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87027;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6098272506,1.02399976187;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
0870467K;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;BUSSIERE GALANT;Public;Place Charles de Gaulle;;;87230;BUSSIERE GALANT;Bussière-Galant;546951.1;6505036.3;EPSG:2154;45.627724588328824;1.035529380980406;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87027;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.6277245883,1.03552938098;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870464G;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;BURGNAC;Public;8 route de Beynac;;;87800;BURGNAC;Burgnac;556304.8;6515973.4;EPSG:2154;45.72821573855469;1.1522599111348009;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87025;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7282157386,1.15225991113;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870462E;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;BUJALEUF;Public;7 route des Lacs;;;87460;BUJALEUF;Bujaleuf;593443.4;6522835.2;EPSG:2154;45.79681036753694;1.6281702852541795;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87024;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7968103675,1.62817028525;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870458A;Ecole primaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JULES VERNE;Public;Place Pierre Crepiat;;;87110;BOSMIE L AIGUILLE;Bosmie-l'Aiguille;560235.1;6521507.7;EPSG:2154;45.778855320049054;1.201160020566728;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87021;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.77885532,1.20116002057;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870991E;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;BOSMIE L'AIGUILLE;Public;4 rue de la Gare;;;87110;BOSMIE L AIGUILLE;Bosmie-l'Aiguille;560306.9;6521554.6;EPSG:2154;45.779292264097585;1.2020700590624256;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87021;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7792922641,1.20207005906;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1986-09-01
0871014E;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;BONNAC LA COTE;Public;22 rue du 8 Mai 1945;;;87270;BONNAC LA COTE;Bonnac-la-Côte;567081.1;6539220.6;EPSG:2154;45.93969086044471;1.2842902320782446;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87020;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9396908604,1.28429023208;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1991-09-01
0870887S;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;GUY MONNEROT;Public;PLACE PIERRE REIX;LE BOURG;;87220;BOISSEUIL;Boisseuil;570438.2;6520321.2;EPSG:2154;45.77018992521105;1.3327605305818682;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87019;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7701899252,1.33276053058;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0870882L;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;BLOND;Public;2 rue du 7 Août 1944;;;87300;BLOND;Blond;546887.4;6551312.9;EPSG:2154;46.04429616806354;1.0198194964673029;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87018;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0442961681,1.01981949647;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0870449R;Ecole Primaire Publique;ECOLE MATERNELLE PUBLIQUE;BEYNAC;Public;11 rue de la Mairie;;;87700;BEYNAC;Beynac;557647.4;6520289.9;EPSG:2154;45.76735640872204;1.1682304779360282;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87015;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7673564087,1.16823047794;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870875D;Maison Familiale Rurale de Beynac;MAISON FAMILIALE RURALE;DE BEYNAC;Privé;10 RUE CROIX DES COMBES;;;87700;BEYNAC;Beynac;557549.0;6519970.8;EPSG:2154;45.76446316258918;1.1670600353590401;Parfaite;Numéro de rue;380;MAISON FAMILIALE RURALE EDUCATION ORIENT;1;OUVERT;87;75;22;87015;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.7644631626,1.16706003536;99;SANS OBJET;03;AGRICULTURE;1969-01-09
0870445L;Ecole maternelle Charles Perrault;ECOLE MATERNELLE PUBLIQUE;CHARLES PERRAULT;Public;6 rue d'Ingolsheim;;;87250;BESSINES SUR GARTEMPE;Bessines-sur-Gartempe;574058.0;6557984.7;EPSG:2154;46.10995323744067;1.3693202726786258;Parfaite;Rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87014;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1099532374,1.36932027268;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870662X;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;Public;17 avenue de Sagnat;;;87250;BESSINES SUR GARTEMPE;Bessines-sur-Gartempe;572990.1;6557159.4;EPSG:2154;46.102323696599775;1.3557197163909627;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87014;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1023236966,1.35571971639;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-03
0870006J;Collège Pierre Mendès France;COLLEGE;PIERRE MENDES FRANCE;Public;1 allée du Collège;;;87250;BESSINES SUR GARTEMPE;Bessines-sur-Gartempe;574169.4;6557845.8;EPSG:2154;46.10872343039449;1.3707993566696404;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87014;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1087234304,1.37079935667;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870441G;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;BERSAC SUR RIVALIER;Public;;LE BOURG;;87370;BERSAC SUR RIVALIER;Bersac-sur-Rivalier;578353.8;6554601.4;EPSG:2154;46.08027822249308;1.4257999095647231;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87013;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0802782225,1.42579990956;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870440F;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;BERNEUIL;Public;;LE BOURG;;87300;BERNEUIL;Berneuil;553487.8;6553947.1;EPSG:2154;46.06946831091832;1.1043301704108708;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87012;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.0694683109,1.10433017041;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870120H;Collège Louis Jouvet;COLLEGE;LOUIS JOUVET;Public;26 avenue de la Libération;;;87300;BELLAC;Bellac;550226.6;6559805.1;EPSG:2154;46.12149029027682;1.0602899051345234;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1214902903,1.06028990513;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870004G;Lycée professionnel Martin Nadaud - Lycée des métiers du bâtiment, de l'énergétique, de la climatique et du développement durable;LP LYCEE DES METIERS;MARTIN NADAUD;Public;30 avenue de la Libération;;;87300;BELLAC;Bellac;550396.2;6559823.5;EPSG:2154;46.121693421525535;1.06247966081903;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1216934215,1.06247966082;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870439E;Ecole maternelle Jean Giraudoux;ECOLE MATERNELLE PUBLIQUE;JEAN GIRAUDOUX;Public;Parc Guy Boussely;;;87300;BELLAC;Bellac;549155.7;6559887.1;EPSG:2154;46.12199075414491;1.0464000863592546;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1219907541,1.04640008636;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870437C;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;LES ROCHETTES;Public;2 rue des Rochettes;;;87300;BELLAC;Bellac;549419.7;6560192.6;EPSG:2154;46.12479966500892;1.0497200832597846;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.124799665,1.04972008326;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870920C;Section d'enseignement général et professionnel adapté du Collège Louis Jouvet;SEGPA;AN COL LOUIS JOUVET;Public;26 avenue de la Libération;;;87300;BELLAC;Bellac;550264.8;6559817.1;EPSG:2154;46.1216067643628;1.0607806171346088;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1216067644,1.06078061713;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0870795S;Ecole maternelle Jolibois;ECOLE MATERNELLE PUBLIQUE;JOLIBOIS;Public;Avenue Georges Pompidou;;;87300;BELLAC;Bellac;550164.8;6560182.1;EPSG:2154;46.12487043340173;1.059369886140867;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1248704334,1.05936988614;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-05-26
0870003F;Lycée général et technologique Jean Giraudoux;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN GIRAUDOUX;Public;Avenue Charles de Gaulle;;;87300;BELLAC;Bellac;550248.9;6560336.4;EPSG:2154;46.126278072252155;1.0604096121504527;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;87;75;22;87011;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.1262780723,1.06040961215;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0870432X;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;AUREIL;Public;;LE BOURG;;87220;AUREIL;Aureil;575158.3;6524148.3;EPSG:2154;45.80552646889103;1.392480624274205;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87005;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8055264689,1.39248062427;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0871025S;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;ARNAC LA POSTE;Public;2 rue de l'Ecole;;;87160;ARNAC LA POSTE;Arnac-la-Poste;574670.5;6575110.4;EPSG:2154;46.264248397916084;1.3726794220569989;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87003;Haute-Vienne;Nouvelle-Aquitaine;Limoges;46.2642483979,1.37267942206;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1992-09-10
0870426R;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;AMBAZAC;Public;Allée de Montméry;;;87240;AMBAZAC;Ambazac;575746.6;6541099.9;EPSG:2154;45.9582504528253;1.3956193682550317;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;87;75;22;87002;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9582504528,1.39561936826;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870684W;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;6 allée DE MURET;;;87240;AMBAZAC;Ambazac;575217.1;6541044.8;EPSG:2154;45.957657305249285;1.3887987845481933;Correcte;Rue;340;COLLEGE;1;OUVERT;87;75;22;87002;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9576573052,1.38879878455;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-02-09
0870424N;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;JACQUES PREVERT;Public;Rue Jules Ferry;;;87240;AMBAZAC;Ambazac;576109.2;6540869.2;EPSG:2154;45.95623968402648;1.4003603748672429;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87002;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.956239684,1.40036037487;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0870425P;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;PAUL CEZANNE;Public;Route de Limoges;;;87240;AMBAZAC;Ambazac;576233.6;6541083.3;EPSG:2154;45.95818992470964;1.4019102105481118;Moyenne;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87002;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.9581899247,1.40191021055;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-12
0875008W;Ecole élémentaire publique;ECOLE ELEMENTAIRE PUBLIQUE;AIXE SUR VIENNE;Public;Place René Gillet;;;87700;AIXE SUR VIENNE;Aixe-sur-Vienne;557143.8;6524359.6;EPSG:2154;45.803888322721825;1.1605328542474218;Mauvaise;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;87;75;22;87001;Haute-Vienne;Nouvelle-Aquitaine;Limoges;45.8038883227,1.16053285425;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1995-09-01
